"","X","participant_num","T_start","T_end","Duration__in_seconds_","Affiliation","PrefCand","PrefStrength","PrefStrengthRep","WinProb","WinProbRep","FraudProb","FraudProbMap","DeltaFraudProb","Map","MapMatchPrefer","age.x","state.x","StartDate","EndDate","Duration_inSeconds_","RecordedDate","consent","affiliation","affiliation_4_TEXT","vote","PrefCand_election_day","preferred_candidate_3_TEXT","PrefStrength_election_day","PrefCand_present","preferred_now_3_TEXT","PrefStrength_present","WinCount","WinCount_confidence","WinElectoral","WinElectoral_confidence","WinFraudless","WinFraudless_confidence","PopVoteShareBiden","PopVoteShareBidenNoFraud","NextPresident","NextPresidentConf","attention_check_4","fraud_prob_order_B_T_1","fraud_prob_order_B_T_2","fraud_prob_order_T_B_1","fraud_prob_order_T_B_2","FraudPercent","fraud_benefit_T_B_1","fraud_benefit_B_T_1","FraudActivities","FraudActivities_free_text","ImpactElectoralManipulationPreElection","ImpactVoteFraud","ImpactBallotFraud","ImpactMailFraud","ImpactElectronicSystems","ImpactMisrecording","ImpactMisreporting","ImpactSocialMediaFalseNews","ImpactRightMediaFalseNews","ImpactLeftMediaFalseNews","ImpactNewsAggregFalseNews","fraud_type_ben_T_B_5","fraud_type_ben_T_B_6","fraud_type_ben_T_B_7","fraud_type_ben_T_B_8","fraud_type_ben_T_B_9","fraud_type_ben_T_B_10","fraud_type_ben_T_B_11","fraud_type_ben_T_B_13","fraud_type_ben_T_B_2","fraud_type_ben_T_B_3","fraud_type_ben_T_B_4","fraud_type_ben_B_T_5","fraud_type_ben_B_T_6","fraud_type_ben_B_T_7","fraud_type_ben_B_T_8","fraud_type_ben_B_T_9","fraud_type_ben_B_T_10","fraud_type_ben_B_T_11","fraud_type_ben_B_T_13","fraud_type_ben_B_T_2","fraud_type_ben_B_T_3","fraud_type_ben_B_T_4","citizenship","gender","age.y","state.y","order","entry_num","exclude","exclude_reason","FraudProbCatBiden","FraudProbCatTrump","Fraudbenefitrump","BenefitRightMediaFalseNews","BenefitLeftMediaFalseNews","BenefitNewsAggregFalseNews","BenefitElectoralManipulationPreElection","BenefitVoteFraud","BenefitBallotFraud","BenefitMailFraud","BenefitElectronicSystems","BenefitMisrecording","BenefitMisreporting","BenefitSocialMediaFalseNews","PopVoteShareBidenChange","original_other"
"619",1285,1324,"20201104T193334","20201104T193532",118,"Dem","Dem",100,-100,75,25,20,20,0,"Rep",FALSE,38,NA,"20210120T083443","20210120T083956",312,"2021-01-20 08:39:57","Yes","Dem",NA,"Yes","Dem",NA,40,"Dem",NA,49,"Joe Biden",100,"Joe Biden",100,"Dem",100,53,53,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,20,NA,"Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,1,0,1,0,0,0,12,11,0,0,50,18,50,17,50,50,50,10,9,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",38,"Maryland",893,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",80,91,50,50,50,82,50,83,50,50,50,90,0,FALSE
"620",1287,1326,"20201104T192914","20201104T193358",283,"Rep","Rep",92,92,76,76,70,35,-35,"Rep",TRUE,44,"Idaho","20210119T214754","20210119T215120",205,"2021-01-19 21:51:20","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,90,"Joe Biden",90,"Joe Biden",86,"Rep",77,53,47,"Joe Biden",100,100,NA,NA,"Likely","Likely",26,NA,8,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,77,79,82,96,23,25,36,100,24,100,82,100,97,98,98,93,91,87,100,52,96,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",44,"Idaho",81,1,FALSE,NA,"Likely","Likely",8,48,4,3,0,3,2,2,7,9,13,0,-6,FALSE
"621",1290,1329,"20201104T201241","20201104T201357",76,"Dem","Dem",70,-70,100,0,0,0,0,"Dem",TRUE,37,"Michigan","20210120T035754","20210120T040124",210,"2021-01-20 04:01:24","Yes","Dem",NA,"Yes","Dem",NA,91,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,57,57,"Joe Biden",100,100,"Unlikely","Likely",NA,NA,3,46,NA,"Ballot manipulation or ballot-box stuffing
,False news stories by ""right-wing"" media",NA,1,3,2,1,0,1,2,20,13,13,4,47,46,48,56,53,52,52,35,27,66,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",37,"Michigan",448,1,FALSE,NA,"Unlikely","Likely",54,73,34,55,53,54,52,44,47,48,48,65,0,FALSE
"622",1292,1331,"20201104T211534","20201104T211735",120,"Rep","Rep",79,79,43,43,45,45,0,"Dem",FALSE,34,"Texas","20210119T225704","20210119T230308",363,"2021-01-19 23:03:08","Yes","Rep",NA,"Yes","Rep",NA,86,"Rep",NA,76,"Joe Biden",52,"Joe Biden",59,"Don't know",57,52,51,"Joe Biden",87,100,"Unlikely","Extremely unlikely",NA,NA,1,91,NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,1,1,16,27,23,0,0,0,0,0,0,51,58,70,82,78,51,50,58,30,70,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",34,"Texas",288,1,FALSE,NA,"Unlikely","Extremely unlikely",9,70,30,39,49,42,30,18,22,49,50,42,-1,FALSE
"623",1293,1332,"20201105T030738","20201105T031201",262,"Dem","Dem",100,-100,93,7,20,100,80,"Rep",FALSE,42,"Ohio","20210120T030222","20210120T030708",285,"2021-01-20 03:07:08","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,56,56,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,10,NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,0,0,0,0,0,0,0,85,86,53,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,51,57,51,51,87,86,23,70,"Yes","Male",42,"Ohio",411,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",90,86,23,70,51,51,51,51,57,51,51,87,0,FALSE
"624",1297,1336,"20201105T071826","20201105T071935",68,"Ind","Dem",55,-55,87,13,51,51,0,"Dem",TRUE,19,"Kentucky","20210119T214431","20210119T214641",129,"2021-01-19 21:46:41","Yes","Ind",NA,"No","Dem",NA,35,"Dem",NA,23,"Joe Biden",77,"Joe Biden",67,"Don't know",58,55,45,"Joe Biden",96,100,NA,NA,"Unlikely","Likely",36,16,NA,"Mail-in ballot fraud
",NA,21,57,45,77,41,100,52,81,46,44,58,63,36,67,83,63,22,69,35,35,67,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Female",20,"Kentucky",42,1,FALSE,NA,"Likely","Unlikely",84,65,33,56,37,64,33,17,37,78,31,65,-10,FALSE
"625",1299,1338,"20201104T184747","20201104T184941",114,"Dem","Dem",75,-75,90,10,50,25,-25,"Dem",TRUE,39,"Michigan","20210120T054635","20210120T054935",180,"2021-01-20 05:49:36","Yes","Dem",NA,"Yes","Dem",NA,95,"Dem",NA,95,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,45,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,51,NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
",NA,0,1,1,1,1,0,0,1,0,0,0,52,53,52,53,53,50,50,52,48,53,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",39,"Michigan",583,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",49,52,47,50,48,47,48,47,47,50,50,48,-10,FALSE
"626",1302,1341,"20201104T192839","20201104T193000",80,"Dem","Dem",97,-97,48,52,0,0,0,"Dem",TRUE,32,"District of Columbia","20210120T004355","20210120T004840",285,"2021-01-20 00:48:41","Yes","Dem",NA,"Yes","Dem",NA,99,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,57,57,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"Vote buying / voter impersonation / misuse of proxy votes,False news stories by ""right-wing"" media",NA,6,80,2,5,0,0,1,96,81,2,0,50,13,52,17,46,49,49,9,0,55,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",33,"District of Columbia",360,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,45,50,50,87,48,83,54,51,51,91,0,FALSE
"627",1303,1342,"20201104T190202","20201104T190314",71,"Dem","Dem",80,-80,85,15,20,30,10,"Rep",FALSE,33,"Washington","20210120T000818","20210120T001424",366,"2021-01-20 00:14:25","Yes","Dem",NA,"Yes","Dem",NA,80,"Dem",NA,80,"Joe Biden",100,"Joe Biden",95,"Dem",90,45,45,"Joe Biden",65,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,NA,50,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,29,0,0,0,2,0,0,53,43,34,6,50,50,50,50,50,50,49,44,33,62,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",34,"Washington",346,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,67,38,51,50,50,50,50,50,50,51,56,0,FALSE
"628",1305,1344,"20201104T210215","20201104T210510",174,"Dem","Dem",100,-100,95,5,0,0,0,"Dem",TRUE,37,"Michigan","20210120T003205","20210120T004205",599,"2021-01-20 00:42:05","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,62,62,"Joe Biden",100,100,"Extremely unlikely","Unlikely",NA,NA,1,NA,100,"Mail-in ballot fraud
,Other (please explain)
","I think there may have been a very small amount of fraudulent votes, just like in any election. These could have been in-person, mail-in, absentee, etc. It may have been someone intentionally voting twice, someone voting for a dead person, etc. But it would not have affected the elections. I also to a lesser degree thought voter suppression (intentional removal of poll places, intentional removal of ballot boxes for mail-in votes, and imposing harder voting requirements (ID requirements or signatures) especially these activities in heavily minority, heavily democratic, and heavily urban areas) counts towards fraud that would have favored Trump/Republicans.",0,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,54,50,50,50,100,100,50,50,"Yes","Female",37,"Michigan",358,1,FALSE,NA,"Extremely unlikely","Unlikely",100,100,50,50,50,50,50,54,50,50,50,100,0,FALSE
"629",1308,1347,"20201104T185657","20201104T185804",66,"Dem","Dem",100,-100,62,38,8,6,-2,"Dem",TRUE,34,"Illinois","20210120T064151","20210120T064546",234,"2021-01-20 06:45:46","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",96,"Joe Biden",94,"Dem",100,67,73,"Joe Biden",100,100,"Unlikely","Unlikely",NA,NA,3,NA,52,"Vote buying / voter impersonation / misuse of proxy votes,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,False news stories by ""right-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,1,8,0,0,0,7,7,1,13,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,54,53,52,53,52,52,53,86,46,55,"Yes","Female",34,"Illinois",692,1,FALSE,NA,"Unlikely","Unlikely",52,86,46,55,53,54,53,52,53,52,52,53,6,FALSE
"630",1311,1351,"20201105T055630","20201105T055757",87,"Dem","Dem",100,-100,51,49,75,80,5,"Rep",FALSE,47,"Maryland","20210120T070238","20210120T070621",223,"2021-01-20 07:06:21","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,53,53,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,50,NA,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
",NA,0,0,1,1,0,0,0,25,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,50,55,55,51,51,51,83,83,45,51,"Yes","Other",48,"Maryland",723,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,83,45,51,81,50,55,55,51,51,51,83,0,FALSE
"631",1312,1352,"20201104T212032","20201104T212204",91,"Dem","Dem",100,-100,90,10,62,59,-3,"Rep",FALSE,48,"California","20210119T215537","20210119T220110",332,"2021-01-19 22:01:10","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,65,65,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,50,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,0,0,0,0,0,0,1,72,85,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,52,51,50,50,50,100,100,44,61,"Yes","Female",49,"California",154,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,44,61,50,50,52,51,50,50,50,100,0,FALSE
"632",1314,1354,"20201104T200922","20201104T201131",128,"Other","Rep",89,89,37,37,35,20,-15,"Dem",FALSE,29,"Utah","20210119T221037","20210119T221533",295,"2021-01-19 22:15:33","Yes","Other","Libertarian","Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",20,"Joe Biden",20,"Rep",90,90,60,"Joe Biden",90,100,"Extremely likely","Unlikely",NA,NA,70,100,NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,74,58,81,100,81,82,80,32,17,21,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,6,5,10,8,0,53,0,45,"Yes","Female",30,"Utah",207,1,FALSE,NA,"Extremely likely","Unlikely",0,53,0,45,8,7,8,6,5,10,8,0,-30,FALSE
"633",1316,1356,"20201104T205746","20201104T205948",122,"Rep","Rep",95,95,91,91,51,80,29,"Dem",FALSE,NA,"Missouri","20210120T090606","20210120T091109",302,"2021-01-20 09:11:10","Yes","Rep",NA,"Yes","Rep",NA,95,"Rep",NA,89,"Joe Biden",0,"Joe Biden",0,"Rep",100,33,87,"Joe Biden",89,100,NA,NA,"Extremely unlikely","Extremely likely",91,100,NA,"Social media campaigns spreading false information,False news stories by ""left-wing"" media",NA,100,100,92,100,100,89,100,100,11,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,92,0,0,"Yes","Female",65,"Missouri",925,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,92,0,0,0,0,0,0,0,0,0,0,54,FALSE
"634",1322,1362,"20201104T212518","20201104T223342",4104,"Rep","Rep",100,100,45,45,95,87,-8,"Dem",FALSE,57,"Arizona","20210120T081412","20210120T081737",205,"2021-01-20 08:17:38","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Donald Trump",100,"Joe Biden",77,"Rep",85,42,35,"Donald Trump",9,100,"Extremely likely","Extremely unlikely",NA,NA,20,NA,0,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,Other (please explain)
","censorship by facebook",34,31,100,100,100,56,55,96,14,84,58,100,100,100,100,100,100,100,100,93,90,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",57,"Arizona",866,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,7,10,16,0,0,0,0,0,0,0,0,-7,FALSE
"635",1323,1363,"20201105T042808","20201105T042857",48,"Dem","Dem",100,-100,95,5,5,5,0,"Rep",FALSE,47,"Florida","20210120T050703","20210120T050948",164,"2021-01-20 05:09:48","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,58,58,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,0,42,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,49,51,51,51,51,100,48,51,"Yes","Male",47,"Florida",526,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,48,51,50,50,50,49,51,51,51,51,0,FALSE
"636",1324,1364,"20201104T222722","20201104T223020",177,"Rep","Rep",95,95,100,100,50,100,50,"Dem",FALSE,40,"Texas","20210119T225910","20210119T231701",1070,"2021-01-19 23:17:02","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",100,"Joe Biden",99,"Dem",98,14,89,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely likely",60,NA,6,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Tampering with electronic voting systems",NA,91,92,46,47,75,60,46,57,25,39,38,75,85,87,55,60,63,46,47,39,41,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",40,"Texas",310,1,FALSE,NA,"Extremely likely","Extremely unlikely",6,61,59,54,25,15,13,45,40,37,54,53,75,FALSE
"637",1326,1366,"20201105T054626","20201105T054802",96,"Rep","Rep",87,87,74,74,88,80,-8,"Rep",TRUE,30,"California","20210120T042201","20210120T042626",265,"2021-01-20 04:26:27","Yes","Rep",NA,"Yes","Rep",NA,85,"Rep",NA,89,"Donald Trump",92,"Joe Biden",67,"Dem",87,75,92,"Joe Biden",100,100,"Likely","Extremely likely",NA,NA,79,NA,81,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
",NA,71,93,83,97,70,86,78,93,85,70,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,74,82,63,73,94,84,78,98,91,63,"Yes","Female",30,"California",475,1,FALSE,NA,"Likely","Extremely likely",81,98,91,63,90,74,82,63,73,94,84,78,17,FALSE
"638",1327,1367,"20201105T080257","20201105T080453",115,"Dem","Dem",100,-100,71,29,0,0,0,"Dem",TRUE,38,"Texas","20210119T221228","20210119T221723",294,"2021-01-19 22:17:23","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,52,52,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,50,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,75,0,0,0,0,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",39,"Texas",216,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,0,100,0,100,100,100,100,100,100,100,0,FALSE
"639",1328,1368,"20201104T204504","20201104T204816",191,"Dem","Dem",100,-100,55,45,5,0,-5,"Dem",TRUE,NA,NA,"20210119T214523","20210119T215420",537,"2021-01-19 21:54:20","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,52,52,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",0,5,NA,"False news stories by ""right-wing"" media,Other (please explain)
","The few cases where Pennsylvania Republicans were caught committing voter fraud.",0,0,0,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",36,"Illinois",102,1,FALSE,NA,"Unlikely","Unlikely",95,100,100,100,100,100,100,100,100,100,100,100,0,FALSE
"640",1330,1370,"20201105T020315","20201105T020544",148,"Dem","Dem",100,-100,65,35,45,70,25,"Rep",FALSE,34,"New York","20210120T015803","20210120T020148",225,"2021-01-20 02:01:49","Yes","Dem",NA,"No","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,57,57,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,NA,51,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,0,1,0,0,0,0,0,81,89,11,0,45,47,48,47,47,50,50,0,0,75,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Prefer not to say",NA,NA,382,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",51,100,25,55,55,53,52,53,53,50,50,100,0,FALSE
"641",1334,1374,"20201104T211721","20201104T212230",308,"Ind","Rep",80,80,30,30,20,10,-10,"Dem",FALSE,19,"Illinois","20210119T214854","20210119T215553",418,"2021-01-19 21:55:53","Yes","Ind",NA,"Yes","Rep",NA,70,"Rep",NA,80,"Joe Biden",95,"Joe Biden",80,"Dem",60,65,55,"Joe Biden",100,100,"Unlikely","Extremely unlikely",NA,NA,7,NA,30,"Mail-in ballot fraud
",NA,1,9,18,29,6,11,5,38,68,17,58,71,62,63,67,60,50,59,57,1,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",19,"Illinois",113,1,FALSE,NA,"Unlikely","Extremely unlikely",30,99,4,41,29,38,37,33,40,50,41,43,-10,FALSE
"642",1336,1376,"20201105T061846","20201105T062041",114,"Dem","Dem",100,-100,68,32,8,5,-3,"Dem",TRUE,54,"South Carolina","20210120T072155","20210120T072614",259,"2021-01-20 07:26:15","Yes","Dem",NA,"Yes","Rep",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,54,54,"Joe Biden",97,100,NA,NA,"Unlikely","Unlikely",0,NA,51,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,2,0,0,3,0,0,0,70,84,28,0,37,54,51,45,49,49,49,14,1,59,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",54,"South Carolina",776,1,FALSE,NA,"Unlikely","Unlikely",51,99,41,49,63,46,49,55,51,51,51,86,0,FALSE
"643",1339,1379,"20201104T222631","20201104T223123",291,"Dem","Dem",92,-92,78,22,2,10,8,"Rep",FALSE,29,"Maryland","20210119T215554","20210119T220240",406,"2021-01-19 22:02:41","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,53,58,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,40,NA,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information",NA,14,0,2,10,0,6,1,42,27,0,8,27,42,44,40,49,43,42,12,11,62,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",29,"Maryland",163,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",60,89,38,63,73,58,56,60,51,57,58,88,5,FALSE
"644",1341,1381,"20201104T212548","20201104T212720",92,"Ind","Dem",82,-82,50,50,70,60,-10,"Rep",FALSE,22,"Arizona","20210120T075027","20210120T075357",209,"2021-01-20 07:53:57","Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,99,"Joe Biden",100,"Joe Biden",100,"Dem",100,100,100,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50,50,50,50,50,50,50,52,"Yes","Male",22,"Arizona",831,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,50,50,52,50,50,50,50,50,50,50,50,0,FALSE
"645",1343,1383,"20201104T190628","20201104T190744",75,"Dem","Dem",90,-90,65,35,5,5,0,"Rep",FALSE,39,"New Jersey","20210120T060244","20210120T060651",247,"2021-01-20 06:06:51","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,57,57,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,45,NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Social media campaigns spreading false information",NA,0,0,0,0,0,0,0,3,3,4,4,51,51,51,51,51,51,51,43,42,55,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",39,"New Jersey",611,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",55,58,45,49,49,49,49,49,49,49,49,57,0,FALSE
"646",1346,1386,"20201104T223216","20201104T223336",80,"Dem","Dem",100,-100,75,25,20,60,40,"Rep",FALSE,20,"North Carolina","20210120T051115","20210120T051635",320,"2021-01-20 05:16:35","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",90,"Joe Biden",100,"Dem",100,80,80,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",1,NA,50,"Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,0,2,1,4,1,5,5,14,16,16,3,38,40,40,61,51,46,47,32,0,100,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",21,"North Carolina",535,1,FALSE,NA,"Unlikely","Unlikely",50,100,0,55,62,60,60,39,49,54,53,68,0,FALSE
"647",1348,1388,"20201105T060819","20201105T060952",92,"Dem","Dem",100,-100,70,30,30,59,29,"Rep",FALSE,37,"Oklahoma","20210119T215749","20210119T220404",375,"2021-01-19 22:04:04","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,50,NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,2,0,0,0,0,0,0,0,2,0,0,41,49,50,50,49,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",37,"Oklahoma",171,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,50,50,50,59,51,50,50,51,50,50,50,0,FALSE
